"automated_textmining","BEND_MAP_ID","coexpression","combined_score","database_annotated","EdgeBetweenness","experimentally_determined_interaction","gene_fusion","homology","interaction","name","neighborhood_on_chromosome","node1_string_id","node2_string_id","phylogenetic_cooccurrence","selected","shared interaction","shared name"
"0.462","1598","0.0","0.511","0.0","54.5789473684211","0.129","0","0.0","interacts with","DVL1 (interacts with) WNT10A","0","9606.ENSP00000368166","9606.ENSP00000258411","0.0","false","interacts with","DVL1 (interacts with) WNT10A"
"0.867","1600","0.0","0.958","0.65","53.0","0.169","0","0.0","interacts with","DVL1 (interacts with) FZD3","0","9606.ENSP00000368166","9606.ENSP00000240093","0.0","false","interacts with","DVL1 (interacts with) FZD3"
"0.517","1602","0.0","0.563","0.0","54.4285714285715","0.132","0","0.0","interacts with","DVL1 (interacts with) WNT6","0","9606.ENSP00000368166","9606.ENSP00000233948","0.0","false","interacts with","DVL1 (interacts with) WNT6"
"0.465","1604","0.052","0.832","0.65","67.125","0.169","0","0.0","interacts with","DVL1 (interacts with) FZD10","0","9606.ENSP00000368166","9606.ENSP00000229030","0.0","false","interacts with","DVL1 (interacts with) FZD10"
"0.614","1606","0.0","0.767","0.36","53.0","0.132","0","0.0","interacts with","DVL1 (interacts with) WNT3","0","9606.ENSP00000368166","9606.ENSP00000225512","0.0","false","interacts with","DVL1 (interacts with) WNT3"
"0.476","1608","0.0","0.526","0.0","54.5789473684211","0.132","0","0.0","interacts with","DVL1 (interacts with) WNT16","0","9606.ENSP00000368166","9606.ENSP00000222462","0.0","false","interacts with","DVL1 (interacts with) WNT16"
"0.771","1610","0.0","0.802","0.0","53.0","0.169","0","0.0","interacts with","DVL1 (interacts with) SFRP1","0","9606.ENSP00000368166","9606.ENSP00000220772","0.0","false","interacts with","DVL1 (interacts with) SFRP1"
"0.54","1612","0.052","0.588","0.0","53.30434782608692","0.131","0","0.0","interacts with","ROR2 (interacts with) WNT8A","0","9606.ENSP00000364860","9606.ENSP00000426653","0.0","false","interacts with","ROR2 (interacts with) WNT8A"
"0.426","1614","0.0","0.491","0.0","52.0","0.091","0","0.631","interacts with","ROR2 (interacts with) RYK","0","9606.ENSP00000364860","9606.ENSP00000478721","0.102","false","interacts with","ROR2 (interacts with) RYK"
"0.409","1616","0.072","0.482","0.0","56.539682539682524","0.131","0","0.0","interacts with","ROR2 (interacts with) WNT5B","0","9606.ENSP00000364860","9606.ENSP00000380379","0.0","false","interacts with","ROR2 (interacts with) WNT5B"
"0.227","1618","0.076","0.309","0.0","60.666666666666714","0.11","0","0.0","interacts with","ROR2 (interacts with) SFRP4","0","9606.ENSP00000364860","9606.ENSP00000410715","0.0","false","interacts with","ROR2 (interacts with) SFRP4"
"0.458","1622","0.067","0.89","0.8","59.0","0.0","0","0.0","interacts with","ROR2 (interacts with) VANGL2","0","9606.ENSP00000364860","9606.ENSP00000357040","0.0","false","interacts with","ROR2 (interacts with) VANGL2"
"0.337","1624","0.064","0.353","0.0","60.5789473684211","0.0","0","0.0","interacts with","ROR2 (interacts with) WLS","0","9606.ENSP00000364860","9606.ENSP00000346829","0.0","false","interacts with","ROR2 (interacts with) WLS"
"0.35","1626","0.052","0.417","0.0","52.0","0.131","0","0.0","interacts with","ROR2 (interacts with) WNT7B","0","9606.ENSP00000364860","9606.ENSP00000341032","0.0","false","interacts with","ROR2 (interacts with) WNT7B"
"0.307","1628","0.052","0.38","0.0","53.30434782608692","0.131","0","0.0","interacts with","ROR2 (interacts with) WNT8B","0","9606.ENSP00000364860","9606.ENSP00000340677","0.0","false","interacts with","ROR2 (interacts with) WNT8B"
"0.853","1630","0.068","0.871","0.0","53.5789473684211","0.131","0","0.0","interacts with","ROR2 (interacts with) WNT11","0","9606.ENSP00000364860","9606.ENSP00000325526","0.0","false","interacts with","ROR2 (interacts with) WNT11"
"0.277","1632","0.052","0.334","0.0","53.5789473684211","0.106","0","0.0","interacts with","ROR2 (interacts with) WNT10B","0","9606.ENSP00000364860","9606.ENSP00000301061","0.0","false","interacts with","ROR2 (interacts with) WNT10B"
"0.238","1634","0.052","0.298","0.0","53.99999999999997","0.106","0","0.0","interacts with","ROR2 (interacts with) WNT9B","0","9606.ENSP00000364860","9606.ENSP00000290015","0.0","false","interacts with","ROR2 (interacts with) WNT9B"
"0.286","1636","0.1","0.33","0.0","60.5789473684211","0.0","0","0.0","interacts with","ROR2 (interacts with) WIF1","0","9606.ENSP00000364860","9606.ENSP00000286574","0.0","false","interacts with","ROR2 (interacts with) WIF1"
"0.615","1638","0.052","0.655","0.0","52.0","0.131","0","0.0","interacts with","ROR2 (interacts with) WNT7A","0","9606.ENSP00000364860","9606.ENSP00000285018","0.0","false","interacts with","ROR2 (interacts with) WNT7A"
"0.362","1640","0.121","0.46","0.0","62.999999999999936","0.113","0","0.0","interacts with","ROR2 (interacts with) SFRP2","0","9606.ENSP00000364860","9606.ENSP00000274063","0.0","false","interacts with","ROR2 (interacts with) SFRP2"
"0.262","1642","0.052","0.32","0.0","53.99999999999997","0.106","0","0.0","interacts with","ROR2 (interacts with) WNT9A","0","9606.ENSP00000364860","9606.ENSP00000272164","0.0","false","interacts with","ROR2 (interacts with) WNT9A"
"0.269","1644","0.062","0.34","0.0","63.098039215686235","0.113","0","0.0","interacts with","ROR2 (interacts with) SFRP5","0","9606.ENSP00000364860","9606.ENSP00000266066","0.0","false","interacts with","ROR2 (interacts with) SFRP5"
"0.433","1646","0.093","0.514","0.0","52.0","0.131","0","0.0","interacts with","ROR2 (interacts with) WNT2","0","9606.ENSP00000364860","9606.ENSP00000265441","0.0","false","interacts with","ROR2 (interacts with) WNT2"
"0.202","1648","0.052","0.265","0.0","60.5789473684211","0.106","0","0.0","interacts with","ROR2 (interacts with) WNT10A","0","9606.ENSP00000364860","9606.ENSP00000258411","0.0","false","interacts with","ROR2 (interacts with) WNT10A"
"0.278","1650","0.052","0.353","0.0","53.428571428571495","0.131","0","0.0","interacts with","ROR2 (interacts with) WNT6","0","9606.ENSP00000364860","9606.ENSP00000233948","0.0","false","interacts with","ROR2 (interacts with) WNT6"
"0.311","1652","0.052","0.383","0.0","52.0","0.131","0","0.0","interacts with","ROR2 (interacts with) WNT3","0","9606.ENSP00000364860","9606.ENSP00000225512","0.0","false","interacts with","ROR2 (interacts with) WNT3"
"0.314","1654","0.052","0.385","0.0","58.2456140350877","0.131","0","0.0","interacts with","ROR2 (interacts with) WNT16","0","9606.ENSP00000364860","9606.ENSP00000222462","0.0","false","interacts with","ROR2 (interacts with) WNT16"
"0.352","1656","0.092","0.433","0.0","59.0","0.113","0","0.0","interacts with","ROR2 (interacts with) SFRP1","0","9606.ENSP00000364860","9606.ENSP00000220772","0.0","false","interacts with","ROR2 (interacts with) SFRP1"
"0.621","1658","0.0","0.962","0.9","52.785714285714256","0.091","0","0.0","interacts with","FZD8 (interacts with) RYK","0","9606.ENSP00000363826","9606.ENSP00000478721","0.0","false","interacts with","FZD8 (interacts with) RYK"
"0.863","1660","0.064","0.961","0.65","52.428571428571495","0.234","0","0.0","interacts with","FZD8 (interacts with) WNT5B","0","9606.ENSP00000363826","9606.ENSP00000380379","0.0","false","interacts with","FZD8 (interacts with) WNT5B"
"0.677","1662","0.0","0.951","0.65","52.30434782608692","0.602","0","0.0","interacts with","FZD8 (interacts with) WNT8A","0","9606.ENSP00000363826","9606.ENSP00000426653","0.0","false","interacts with","FZD8 (interacts with) WNT8A"
"0.405","1664","0.072","0.805","0.65","53.08333333333337","0.113","0","0.0","interacts with","FZD8 (interacts with) ROR2","0","9606.ENSP00000363826","9606.ENSP00000364860","0.0","false","interacts with","FZD8 (interacts with) ROR2"
"0.205","1666","0.06","0.715","0.65","52.666666666666714","0.0","0","0.697","interacts with","FZD8 (interacts with) SFRP4","0","9606.ENSP00000363826","9606.ENSP00000410715","0.0","false","interacts with","FZD8 (interacts with) SFRP4"
"0.382","1668","0.0","0.382","0.0","53.000000000000064","0.0","0","0.0","interacts with","FZD8 (interacts with) NOTUM","0","9606.ENSP00000363826","9606.ENSP00000387310","0.0","false","interacts with","FZD8 (interacts with) NOTUM"
"0.15","1670","0.062","0.19","0.0","105.31547619047626","0.065","0","0.0","interacts with","FZD8 (interacts with) GPC3","0","9606.ENSP00000363826","9606.ENSP00000377836","0.0","false","interacts with","FZD8 (interacts with) GPC3"
"0.213","1672","0.0","0.269","0.0","57.01785714285714","0.11","0","0.0","interacts with","FZD8 (interacts with) MUSK","0","9606.ENSP00000363826","9606.ENSP00000363571","0.0","false","interacts with","FZD8 (interacts with) MUSK"
"0.602","1676","0.065","0.665","0.0","52.47058823529418","0.172","0","0.0","interacts with","FZD8 (interacts with) VANGL2","0","9606.ENSP00000363826","9606.ENSP00000357040","0.0","false","interacts with","FZD8 (interacts with) VANGL2"
"0.327","1678","0.062","0.342","0.0","53.967836257310005","0.0","0","0.0","interacts with","FZD8 (interacts with) WLS","0","9606.ENSP00000363826","9606.ENSP00000346829","0.0","false","interacts with","FZD8 (interacts with) WLS"
"0.112","1680","0.067","0.153","0.0","119.25","0.0","0","0.896","interacts with","FZD8 (interacts with) FZD9","0","9606.ENSP00000363826","9606.ENSP00000345785","0.06","false","interacts with","FZD8 (interacts with) FZD9"
"0.738","1682","0.044","0.923","0.65","51.0","0.234","0","0.0","interacts with","FZD8 (interacts with) WNT7B","0","9606.ENSP00000363826","9606.ENSP00000341032","0.0","false","interacts with","FZD8 (interacts with) WNT7B"
"0.502","1684","0.0","0.855","0.65","52.30434782608692","0.234","0","0.0","interacts with","FZD8 (interacts with) WNT8B","0","9606.ENSP00000363826","9606.ENSP00000340677","0.0","false","interacts with","FZD8 (interacts with) WNT8B"
"0.928","1686","0.0","0.994","0.9","52.5789473684211","0.234","0","0.0","interacts with","FZD8 (interacts with) WNT11","0","9606.ENSP00000363826","9606.ENSP00000325526","0.0","false","interacts with","FZD8 (interacts with) WNT11"
"0.539","1688","0.0","0.539","0.0","54.78571428571431","0.0","0","0.0","interacts with","FZD8 (interacts with) PORCN","0","9606.ENSP00000363826","9606.ENSP00000322304","0.0","false","interacts with","FZD8 (interacts with) PORCN"
"0.7","1690","0.0","0.905","0.65","52.5789473684211","0.173","0","0.0","interacts with","FZD8 (interacts with) WNT10B","0","9606.ENSP00000363826","9606.ENSP00000301061","0.0","false","interacts with","FZD8 (interacts with) WNT10B"
"0.367","1692","0.0","0.379","0.0","54.92307692307691","0.06","0","0.0","interacts with","FZD8 (interacts with) NKD2","0","9606.ENSP00000363826","9606.ENSP00000296849","0.0","false","interacts with","FZD8 (interacts with) NKD2"
"0.817","1694","0.08","0.974","0.8","51.0","0.33","0","0.0","interacts with","FZD8 (interacts with) LRP5","0","9606.ENSP00000363826","9606.ENSP00000294304","0.0","false","interacts with","FZD8 (interacts with) LRP5"
"0.489","1696","0.0","0.839","0.65","51.0","0.173","0","0.0","interacts with","FZD8 (interacts with) WNT9B","0","9606.ENSP00000363826","9606.ENSP00000290015","0.0","false","interacts with","FZD8 (interacts with) WNT9B"
"0.481","1698","0.046","0.498","0.0","52.5789473684211","0.067","0","0.0","interacts with","FZD8 (interacts with) WIF1","0","9606.ENSP00000363826","9606.ENSP00000286574","0.0","false","interacts with","FZD8 (interacts with) WIF1"
"0.532","1700","0.0","0.863","0.65","51.0","0.234","0","0.0","interacts with","FZD8 (interacts with) WNT7A","0","9606.ENSP00000363826","9606.ENSP00000285018","0.0","false","interacts with","FZD8 (interacts with) WNT7A"
"0.448","1702","0.093","0.809","0.65","52.666666666666714","0.0","0","0.703","interacts with","FZD8 (interacts with) SFRP2","0","9606.ENSP00000363826","9606.ENSP00000274063","0.0","false","interacts with","FZD8 (interacts with) SFRP2"
"0.544","1704","0.074","0.861","0.65","51.0","0.173","0","0.0","interacts with","FZD8 (interacts with) WNT9A","0","9606.ENSP00000363826","9606.ENSP00000272164","0.0","false","interacts with","FZD8 (interacts with) WNT9A"
"0.321","1706","0.0","0.335","0.0","51.0","0.06","0","0.0","interacts with","FZD8 (interacts with) NKD1","0","9606.ENSP00000363826","9606.ENSP00000268459","0.0","false","interacts with","FZD8 (interacts with) NKD1"
"0.143","1708","0.057","0.692","0.65","54.327205882353006","0.0","0","0.675","interacts with","FZD8 (interacts with) SFRP5","0","9606.ENSP00000363826","9606.ENSP00000266066","0.0","false","interacts with","FZD8 (interacts with) SFRP5"
"0.872","1710","0.0","0.962","0.65","51.0","0.234","0","0.0","interacts with","FZD8 (interacts with) WNT2","0","9606.ENSP00000363826","9606.ENSP00000265441","0.0","false","interacts with","FZD8 (interacts with) WNT2"
"0.947","1712","0.062","0.994","0.8","51.0","0.536","0","0.0","interacts with","FZD8 (interacts with) LRP6","0","9606.ENSP00000363826","9606.ENSP00000261349","0.0","false","interacts with","FZD8 (interacts with) LRP6"
"0.709","1714","0.0","0.908","0.65","52.5789473684211","0.173","0","0.0","interacts with","FZD8 (interacts with) WNT10A","0","9606.ENSP00000363826","9606.ENSP00000258411","0.0","false","interacts with","FZD8 (interacts with) WNT10A"
"0.678","1716","0.0","0.906","0.65","52.428571428571495","0.234","0","0.0","interacts with","FZD8 (interacts with) WNT6","0","9606.ENSP00000363826","9606.ENSP00000233948","0.0","false","interacts with","FZD8 (interacts with) WNT6"
"0.937","1718","0.0","0.998","0.65","51.0","0.92","0","0.0","interacts with","FZD8 (interacts with) WNT3","0","9606.ENSP00000363826","9606.ENSP00000225512","0.0","false","interacts with","FZD8 (interacts with) WNT3"
"0.649","1720","0.0","0.897","0.65","52.5789473684211","0.234","0","0.0","interacts with","FZD8 (interacts with) WNT16","0","9606.ENSP00000363826","9606.ENSP00000222462","0.0","false","interacts with","FZD8 (interacts with) WNT16"
"0.304","1722","0.123","0.768","0.65","51.0","0.0","0","0.648","interacts with","FZD8 (interacts with) SFRP1","0","9606.ENSP00000363826","9606.ENSP00000220772","0.0","false","interacts with","FZD8 (interacts with) SFRP1"
"0.588","1724","0.083","0.859","0.65","51.42857142857149","0.061","0","0.0","interacts with","DKK1 (interacts with) WNT5B","0","9606.ENSP00000363081","9606.ENSP00000380379","0.0","false","interacts with","DKK1 (interacts with) WNT5B"
"0.574","1726","0.0","0.847","0.65","51.304347826086925","0.061","0","0.0","interacts with","DKK1 (interacts with) WNT8A","0","9606.ENSP00000363081","9606.ENSP00000426653","0.0","false","interacts with","DKK1 (interacts with) WNT8A"
"0.757","1728","0.097","0.776","0.0","50.0","0.063","0","0.0","interacts with","DKK1 (interacts with) FZD8","0","9606.ENSP00000363081","9606.ENSP00000363826","0.0","false","interacts with","DKK1 (interacts with) FZD8"
"0.68","1730","0.0","0.68","0.0","51.666666666666714","0.0","0","0.0","interacts with","DKK1 (interacts with) SFRP4","0","9606.ENSP00000363081","9606.ENSP00000410715","0.0","false","interacts with","DKK1 (interacts with) SFRP4"
"0.662","1732","0.0","0.665","0.0","58.33333333333337","0.051","0","0.0","interacts with","DKK1 (interacts with) DVL1","0","9606.ENSP00000363081","9606.ENSP00000368166","0.0","false","interacts with","DKK1 (interacts with) DVL1"
"0.607","1734","0.054","0.621","0.0","50.0","0.063","0","0.0","interacts with","DKK1 (interacts with) FZD4","0","9606.ENSP00000363081","9606.ENSP00000434034","0.0","false","interacts with","DKK1 (interacts with) FZD4"
"0.556","1736","0.042","0.557","0.0","51.785714285714256","0.0","0","0.0","interacts with","DKK1 (interacts with) RYK","0","9606.ENSP00000363081","9606.ENSP00000478721","0.0","false","interacts with","DKK1 (interacts with) RYK"
"0.393","1738","0.0","0.518","0.0","59.500000000000036","0.239","0","0.0","interacts with","DKK1 (interacts with) LRP5L","0","9606.ENSP00000363081","9606.ENSP00000482378","0.0","false","interacts with","DKK1 (interacts with) LRP5L"
"0.434","1740","0.0","0.434","0.0","52.00000000000006","0.0","0","0.0","interacts with","DKK1 (interacts with) NOTUM","0","9606.ENSP00000363081","9606.ENSP00000387310","0.0","false","interacts with","DKK1 (interacts with) NOTUM"
"0.407","1742","0.068","0.424","0.0","58.190476190476176","0.0","0","0.0","interacts with","DKK1 (interacts with) GPC3","0","9606.ENSP00000363081","9606.ENSP00000377836","0.0","false","interacts with","DKK1 (interacts with) GPC3"
"0.36","1744","0.045","0.382","0.0","52.08333333333337","0.071","0","0.0","interacts with","DKK1 (interacts with) ROR2","0","9606.ENSP00000363081","9606.ENSP00000364860","0.0","false","interacts with","DKK1 (interacts with) ROR2"
"0.155","1746","0.045","0.184","0.0","54.83035714285714","0.071","0","0.0","interacts with","DKK1 (interacts with) MUSK","0","9606.ENSP00000363081","9606.ENSP00000363571","0.0","false","interacts with","DKK1 (interacts with) MUSK"
"0.327","1750","0.0","0.327","0.0","51.47058823529418","0.0","0","0.0","interacts with","DKK1 (interacts with) VANGL2","0","9606.ENSP00000363081","9606.ENSP00000357040","0.0","false","interacts with","DKK1 (interacts with) VANGL2"
"0.562","1752","0.078","0.589","0.0","50.0","0.063","0","0.0","interacts with","DKK1 (interacts with) FZD5","0","9606.ENSP00000363081","9606.ENSP00000354607","0.0","false","interacts with","DKK1 (interacts with) FZD5"
"0.5","1754","0.107","0.544","0.0","53.571428571428626","0.062","0","0.0","interacts with","DKK1 (interacts with) FZD6","0","9606.ENSP00000363081","9606.ENSP00000351605","0.0","false","interacts with","DKK1 (interacts with) FZD6"
"0.38","1756","0.084","0.408","0.0","52.967836257310005","0.0","0","0.0","interacts with","DKK1 (interacts with) WLS","0","9606.ENSP00000363081","9606.ENSP00000346829","0.0","false","interacts with","DKK1 (interacts with) WLS"
"0.526","1758","0.054","0.543","0.0","50.0","0.063","0","0.0","interacts with","DKK1 (interacts with) FZD9","0","9606.ENSP00000363081","9606.ENSP00000345785","0.0","false","interacts with","DKK1 (interacts with) FZD9"
"0.641","1760","0.06","0.876","0.65","50.0","0.073","0","0.0","interacts with","DKK1 (interacts with) WNT7B","0","9606.ENSP00000363081","9606.ENSP00000341032","0.0","false","interacts with","DKK1 (interacts with) WNT7B"
"0.553","1762","0.0","0.84","0.65","51.304347826086925","0.061","0","0.0","interacts with","DKK1 (interacts with) WNT8B","0","9606.ENSP00000363081","9606.ENSP00000340677","0.0","false","interacts with","DKK1 (interacts with) WNT8B"
"0.64","1764","0.0","0.871","0.65","51.5789473684211","0.061","0","0.0","interacts with","DKK1 (interacts with) WNT11","0","9606.ENSP00000363081","9606.ENSP00000325526","0.0","false","interacts with","DKK1 (interacts with) WNT11"
"0.592","1766","0.096","0.765","0.4","50.0","0.063","0","0.0","interacts with","DKK1 (interacts with) FZD2","0","9606.ENSP00000363081","9606.ENSP00000323901","0.0","false","interacts with","DKK1 (interacts with) FZD2"
"0.484","1768","0.0","0.484","0.0","53.78571428571431","0.0","0","0.0","interacts with","DKK1 (interacts with) PORCN","0","9606.ENSP00000363081","9606.ENSP00000322304","0.0","false","interacts with","DKK1 (interacts with) PORCN"
"0.418","1770","0.0","0.424","0.0","58.33333333333337","0.051","0","0.0","interacts with","DKK1 (interacts with) DVL3","0","9606.ENSP00000363081","9606.ENSP00000316054","0.0","false","interacts with","DKK1 (interacts with) DVL3"
"0.685","1772","0.0","0.885","0.65","51.5789473684211","0.045","0","0.0","interacts with","DKK1 (interacts with) WNT10B","0","9606.ENSP00000363081","9606.ENSP00000301061","0.0","false","interacts with","DKK1 (interacts with) WNT10B"
"0.384","1774","0.0","0.384","0.0","53.92307692307691","0.0","0","0.0","interacts with","DKK1 (interacts with) NKD2","0","9606.ENSP00000363081","9606.ENSP00000296849","0.0","false","interacts with","DKK1 (interacts with) NKD2"
"0.869","1776","0.0","0.869","0.0","60.000000000000036","0.0","0","0.0","interacts with","DKK1 (interacts with) FRZB","0","9606.ENSP00000363081","9606.ENSP00000295113","0.0","false","interacts with","DKK1 (interacts with) FRZB"
"0.998","1778","0.072","0.999","0.9","50.0","0.677","0","0.0","interacts with","DKK1 (interacts with) LRP5","0","9606.ENSP00000363081","9606.ENSP00000294304","0.0","false","interacts with","DKK1 (interacts with) LRP5"
"0.616","1780","0.0","0.86","0.65","50.0","0.045","0","0.0","interacts with","DKK1 (interacts with) WNT9B","0","9606.ENSP00000363081","9606.ENSP00000290015","0.0","false","interacts with","DKK1 (interacts with) WNT9B"
"0.838","1782","0.071","0.904","0.4","56.25","0.063","0","0.0","interacts with","DKK1 (interacts with) FZD1","0","9606.ENSP00000363081","9606.ENSP00000287934","0.0","false","interacts with","DKK1 (interacts with) FZD1"
"0.882","1784","0.045","0.882","0.0","51.5789473684211","0.0","0","0.0","interacts with","DKK1 (interacts with) WIF1","0","9606.ENSP00000363081","9606.ENSP00000286574","0.0","false","interacts with","DKK1 (interacts with) WIF1"
"0.542","1786","0.08","0.571","0.0","50.0","0.063","0","0.0","interacts with","DKK1 (interacts with) FZD7","0","9606.ENSP00000363081","9606.ENSP00000286201","0.0","false","interacts with","DKK1 (interacts with) FZD7"
"0.406","1788","0.044","0.938","0.9","80.0","0.0","0","0.88","interacts with","DKK1 (interacts with) DKK2","0","9606.ENSP00000363081","9606.ENSP00000285311","0.0","false","interacts with","DKK1 (interacts with) DKK2"
"0.656","1790","0.042","0.878","0.65","50.0","0.073","0","0.0","interacts with","DKK1 (interacts with) WNT7A","0","9606.ENSP00000363081","9606.ENSP00000285018","0.0","false","interacts with","DKK1 (interacts with) WNT7A"
"0.83","1792","0.1","0.848","0.0","51.666666666666714","0.088","0","0.0","interacts with","DKK1 (interacts with) SFRP2","0","9606.ENSP00000363081","9606.ENSP00000274063","0.0","false","interacts with","DKK1 (interacts with) SFRP2"
"0.553","1794","0.062","0.841","0.65","50.0","0.045","0","0.0","interacts with","DKK1 (interacts with) WNT9A","0","9606.ENSP00000363081","9606.ENSP00000272164","0.0","false","interacts with","DKK1 (interacts with) WNT9A"
"0.685","1796","0.067","0.693","0.0","50.0","0.0","0","0.0","interacts with","DKK1 (interacts with) NKD1","0","9606.ENSP00000363081","9606.ENSP00000268459","0.0","false","interacts with","DKK1 (interacts with) NKD1"
"0.613","1798","0.059","0.633","0.0","53.327205882353006","0.073","0","0.0","interacts with","DKK1 (interacts with) SFRP5","0","9606.ENSP00000363081","9606.ENSP00000266066","0.0","false","interacts with","DKK1 (interacts with) SFRP5"
"0.747","1800","0.044","0.909","0.65","50.0","0.061","0","0.0","interacts with","DKK1 (interacts with) WNT2","0","9606.ENSP00000363081","9606.ENSP00000265441","0.0","false","interacts with","DKK1 (interacts with) WNT2"
"0.998","1802","0.0","0.999","0.9","50.0","0.987","0","0.0","interacts with","DKK1 (interacts with) LRP6","0","9606.ENSP00000363081","9606.ENSP00000261349","0.0","false","interacts with","DKK1 (interacts with) LRP6"
"0.574","1804","0.0","0.845","0.65","51.5789473684211","0.045","0","0.0","interacts with","DKK1 (interacts with) WNT10A","0","9606.ENSP00000363081","9606.ENSP00000258411","0.0","false","interacts with","DKK1 (interacts with) WNT10A"
"0.468","1806","0.054","0.487","0.0","55.00000000000005","0.063","0","0.0","interacts with","DKK1 (interacts with) FZD3","0","9606.ENSP00000363081","9606.ENSP00000240093","0.0","false","interacts with","DKK1 (interacts with) FZD3"
"0.846","1808","0.0","0.945","0.65","51.42857142857149","0.061","0","0.0","interacts with","DKK1 (interacts with) WNT6","0","9606.ENSP00000363081","9606.ENSP00000233948","0.0","false","interacts with","DKK1 (interacts with) WNT6"
"0.455","1810","0.061","0.479","0.0","63.75","0.063","0","0.0","interacts with","DKK1 (interacts with) FZD10","0","9606.ENSP00000363081","9606.ENSP00000229030","0.0","false","interacts with","DKK1 (interacts with) FZD10"
"0.689","1812","0.0","0.89","0.65","50.0","0.073","0","0.0","interacts with","DKK1 (interacts with) WNT3","0","9606.ENSP00000363081","9606.ENSP00000225512","0.0","false","interacts with","DKK1 (interacts with) WNT3"
"0.663","1814","0.043","0.879","0.65","51.5789473684211","0.061","0","0.0","interacts with","DKK1 (interacts with) WNT16","0","9606.ENSP00000363081","9606.ENSP00000222462","0.0","false","interacts with","DKK1 (interacts with) WNT16"
"0.281","1816","0.0","0.927","0.9","80.0","0.0","0","0.835","interacts with","DKK1 (interacts with) DKK4","0","9606.ENSP00000363081","9606.ENSP00000220812","0.07","false","interacts with","DKK1 (interacts with) DKK4"
"0.873","1818","0.067","0.883","0.0","50.0","0.088","0","0.0","interacts with","DKK1 (interacts with) SFRP1","0","9606.ENSP00000363081","9606.ENSP00000220772","0.0","false","interacts with","DKK1 (interacts with) SFRP1"
"0.412","1820","0.0","0.425","0.0","50.42857142857149","0.062","0","0.0","interacts with","VANGL2 (interacts with) WNT5B","0","9606.ENSP00000357040","9606.ENSP00000380379","0.0","false","interacts with","VANGL2 (interacts with) WNT5B"
"0.305","1824","0.0","0.32","0.0","50.304347826086925","0.062","0","0.0","interacts with","VANGL2 (interacts with) WNT8A","0","9606.ENSP00000357040","9606.ENSP00000426653","0.0","false","interacts with","VANGL2 (interacts with) WNT8A"
"0.228","1826","0.042","0.229","0.0","52.1345029239766","0.0","0","0.0","interacts with","VANGL2 (interacts with) WLS","0","9606.ENSP00000357040","9606.ENSP00000346829","0.0","false","interacts with","VANGL2 (interacts with) WLS"
"0.731","1828","0.0","0.737","0.0","49.0","0.062","0","0.0","interacts with","VANGL2 (interacts with) WNT7B","0","9606.ENSP00000357040","9606.ENSP00000341032","0.0","false","interacts with","VANGL2 (interacts with) WNT7B"
"0.227","1830","0.0","0.244","0.0","50.304347826086925","0.062","0","0.0","interacts with","VANGL2 (interacts with) WNT8B","0","9606.ENSP00000357040","9606.ENSP00000340677","0.0","false","interacts with","VANGL2 (interacts with) WNT8B"
"0.816","1832","0.0","0.823","0.0","50.5789473684211","0.079","0","0.0","interacts with","VANGL2 (interacts with) WNT11","0","9606.ENSP00000357040","9606.ENSP00000325526","0.0","false","interacts with","VANGL2 (interacts with) WNT11"
"0.218","1834","0.0","0.234","0.0","50.5789473684211","0.06","0","0.0","interacts with","VANGL2 (interacts with) WNT10B","0","9606.ENSP00000357040","9606.ENSP00000301061","0.0","false","interacts with","VANGL2 (interacts with) WNT10B"
"0.418","1836","0.0","0.429","0.0","49.0","0.06","0","0.0","interacts with","VANGL2 (interacts with) WNT9B","0","9606.ENSP00000357040","9606.ENSP00000290015","0.0","false","interacts with","VANGL2 (interacts with) WNT9B"
"0.225","1838","0.063","0.243","0.0","50.5789473684211","0.0","0","0.0","interacts with","VANGL2 (interacts with) WIF1","0","9606.ENSP00000357040","9606.ENSP00000286574","0.0","false","interacts with","VANGL2 (interacts with) WIF1"
"0.516","1840","0.0","0.526","0.0","49.0","0.062","0","0.0","interacts with","VANGL2 (interacts with) WNT7A","0","9606.ENSP00000357040","9606.ENSP00000285018","0.0","false","interacts with","VANGL2 (interacts with) WNT7A"
"0.282","1842","0.0","0.297","0.0","49.0","0.06","0","0.0","interacts with","VANGL2 (interacts with) WNT9A","0","9606.ENSP00000357040","9606.ENSP00000272164","0.0","false","interacts with","VANGL2 (interacts with) WNT9A"
"0.321","1844","0.0","0.336","0.0","49.0","0.062","0","0.0","interacts with","VANGL2 (interacts with) WNT2","0","9606.ENSP00000357040","9606.ENSP00000265441","0.0","false","interacts with","VANGL2 (interacts with) WNT2"
"0.224","1846","0.042","0.24","0.0","50.5789473684211","0.06","0","0.0","interacts with","VANGL2 (interacts with) WNT10A","0","9606.ENSP00000357040","9606.ENSP00000258411","0.0","false","interacts with","VANGL2 (interacts with) WNT10A"
"0.347","1848","0.0","0.361","0.0","50.42857142857149","0.062","0","0.0","interacts with","VANGL2 (interacts with) WNT6","0","9606.ENSP00000357040","9606.ENSP00000233948","0.0","false","interacts with","VANGL2 (interacts with) WNT6"
"0.237","1850","0.0","0.254","0.0","49.0","0.062","0","0.0","interacts with","VANGL2 (interacts with) WNT3","0","9606.ENSP00000357040","9606.ENSP00000225512","0.0","false","interacts with","VANGL2 (interacts with) WNT3"
